Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
185,Keuringsvragenlijst(S);Overig;,10000074451000007472,1000007472,1000007445,1000027975,200007515720000752651000027975,2,0,0,0,0,1000027975,2000075265,,1000027975,0,V,Slaapt u goed,NULL,Slaapt u goed,Slaapt u goed,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
186,Keuringsvragenlijst(S);Overig;,10000074451000007472,1000007472,1000007445,1000027976,2000075157200007526520000751301000027976,3,0,0,0,0,,2000075130,1000027975,1000027976,0,V,Hoeveel uur slaapt u gemiddeld per nacht,NULL,Hoeveel uur slaapt u gemiddeld per nacht,Hoeveel uur slaapt u gemiddeld per nacht,,0000000017,Getal,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
187,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027977,2000075158200007526720000752721000027977,3,0,0,0,0,,2000075272,,1000027977,0,V,Plots en onverwachts overleden is,NULL,Plots en onverwachts overleden is,Plots en onverwachts overleden is,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
188,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027978,2000075158200007526720000752731000027978,3,0,0,0,0,,2000075273,,1000027978,0,V,Behandeld wordt voor regelmatig flauw vallen,NULL,Behandeld wordt voor regelmatig flauw vallen,Behandeld wordt voor regelmatig flauw vallen,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
189,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027979,2000075158200007526720000752741000027979,3,0,0,0,0,,2000075274,,1000027979,0,V,Onverklaarbare spiertrekkingen heeft,NULL,Onverklaarbare spiertrekkingen heeft,Onverklaarbare spiertrekkingen heeft,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
190,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027980,2000075158200007526720000752751000027980,3,0,0,0,0,,2000075275,,1000027980,0,V,Tijdens zwemmen of in het verkeer onverklaard om het leven is gekomen,NULL,Tijdens zwemmen of in het verkeer onverklaard om het leven is gekomen,Tijdens zwemmen of in het verkeer onverklaard om het leven is gekomen,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
191,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027981,2000075158200007526720000752761000027981,3,0,0,0,0,,2000075276,,1000027981,0,V,Een harttransplantatie ondergaan heeft,NULL,Een harttransplantatie ondergaan heeft,Een harttransplantatie ondergaan heeft,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
192,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027982,2000075158200007526720000752771000027982,3,0,0,0,0,,2000075277,,1000027982,0,V,Een pacemaker of defibrillator heeft gekregen,NULL,Een pacemaker of defibrillator heeft gekregen,Een pacemaker of defibrillator heeft gekregen,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
193,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027983,2000075158200007526720000752781000027983,3,0,0,0,0,,2000075278,,1000027983,0,V,Behandeld wordt voor een onregelmatige hartslag,NULL,Behandeld wordt voor een onregelmatige hartslag,Behandeld wordt voor een onregelmatige hartslag,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
194,"Keuringsvragenlijst(S);Familieanamnese;grootouders) iemand jonger dan 50 jaar, die;",100000744510000074731000007475,1000007475,1000007445,1000027984,2000075158200007526720000752791000027984,3,0,0,0,0,,2000075279,,1000027984,0,V,Aan het hart geopereerd is,NULL,Aan het hart geopereerd is,Aan het hart geopereerd is,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
195,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027985,2000075158200007526820000752801000027985,3,0,0,0,0,,2000075280,,1000027985,0,V,Wiegendood,NULL,Wiegendood,Wiegendood,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
196,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027986,2000075158200007526820000752811000027986,3,0,0,0,0,,2000075281,,1000027986,0,V,Syndroom van Marfan,NULL,Syndroom van Marfan,Syndroom van Marfan,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
197,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027987,2000075158200007526820000752821000027987,3,0,0,0,0,,2000075282,,1000027987,0,V,"Hartaanval, angina pectoris, hartinfarct",NULL,"Hartaanval, angina pectoris, hartinfarct","Hartaanval, angina pectoris, hartinfarct",,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
198,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027988,2000075158200007526820000752831000027988,3,0,0,0,0,,2000075283,,1000027988,0,V,Beroerte,NULL,Beroerte,Beroerte,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
199,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027989,2000075158200007526820000752841000027989,3,0,0,0,0,,2000075284,,1000027989,0,V,Hoge bloeddruk,NULL,Hoge bloeddruk,Hoge bloeddruk,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
200,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027990,2000075158200007526820000752851000027990,3,0,0,0,0,,2000075285,,1000027990,0,V,Suikerziekte,NULL,Suikerziekte,Suikerziekte,,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
201,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027991,2000075158200007526820000752861000027991,3,0,0,0,0,,2000075286,,1000027991,0,V,Vallende ziekte (epilepsie),NULL,Vallende ziekte (epilepsie),Vallende ziekte (epilepsie),,0000000002,Keuzeselectiegroep,2000005800,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
202,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027992,2000075158200007526820000752871000027992,3,0,0,0,0,1000027992,2000075287,,1000027992,0,V,Andere ziekten,NULL,Andere ziekten,Andere ziekten,,0000000002,Keuzeselectiegroep,2000005800,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
203,Keuringsvragenlijst(S);Familieanamnese;Komen er verder in uw familie de volgende ziekten voor;,100000744510000074731000007476,1000007476,1000007445,1000027993,20000751582000075268200007528720000751311000027993,4,0,0,0,0,,2000075131,1000027992,1000027993,0,V,Welke andere ziekten komen er in uw familie voor,NULL,Welke andere ziekten komen er in uw familie voor,Welke andere ziekten komen er in uw familie voor,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
204,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027994,200007515820000752691000027994,2,0,0,0,0,1000027994,2000075269,,1000027994,0,V,Vader in leven,NULL,Vader in leven,Vader in leven,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
205,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027995,2000075158200007526920000751321000027995,3,0,0,0,0,1000027995,2000075132,1000027994,1000027995,0,V,Is uw vader gezond,NULL,Is uw vader gezond,Is uw vader gezond,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
206,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027996,20000751582000075269200007513220000751341000027996,4,0,0,0,0,,2000075134,10000279941000027995,1000027996,0,V,Wat is de reden dat uw vader niet gezond is,NULL,Wat is de reden dat uw vader niet gezond is,Wat is de reden dat uw vader niet gezond is,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
207,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027997,2000075158200007526920000751331000027997,3,0,0,0,0,,2000075133,1000027994,1000027997,0,V,Wat is de oorzaak van overlijden van uw vader,NULL,Wat is de oorzaak van overlijden van uw vader,Wat is de oorzaak van overlijden van uw vader,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
208,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027998,200007515820000752701000027998,2,0,0,0,0,1000027998,2000075270,,1000027998,0,V,Moeder in leven,NULL,Moeder in leven,Moeder in leven,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
209,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000027999,2000075158200007527020000751351000027999,3,0,0,0,0,1000027999,2000075135,1000027998,1000027999,0,V,Is uw moeder gezond,NULL,Is uw moeder gezond,Is uw moeder gezond,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
210,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000028000,20000751582000075270200007513520000751371000028000,4,0,0,0,0,,2000075137,10000279981000027999,1000028000,0,V,Wat is de reden dat uw moeder niet gezond is,NULL,Wat is de reden dat uw moeder niet gezond is,Wat is de reden dat uw moeder niet gezond is,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
211,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000028001,2000075158200007527020000751361000028001,3,0,0,0,0,,2000075136,1000027998,1000028001,0,V,Wat is de oorzaak van overlijden van uw moeder,NULL,Wat is de oorzaak van overlijden van uw moeder,Wat is de oorzaak van overlijden van uw moeder,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
212,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000028002,200007515820000752711000028002,2,0,0,0,0,1000028002,2000075271,,1000028002,0,V,Aantal broers en zussen,NULL,Aantal broers en zussen,Aantal broers en zussen,,0000000017,Getal,,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
213,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000028003,2000075158200007527120000751381000028003,3,0,0,0,0,1000028003,2000075138,1000028002,1000028003,0,V,Zijn uw broers(s) en/of zus(sen) gezond,NULL,Zijn uw broers(s) en/of zus(sen) gezond,Zijn uw broers(s) en/of zus(sen) gezond,,0000000002,Keuzeselectiegroep,2000005797,REV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
214,Keuringsvragenlijst(S);Familieanamnese;,10000074451000007473,1000007473,1000007445,1000028004,20000751582000075271200007513820000751391000028004,4,0,0,0,0,,2000075139,10000280021000028003,1000028004,0,V,Reden dat broers(s) en/of zus(sen) niet gezond zijn,NULL,Reden dat broers(s) en/of zus(sen) niet gezond zijn,Reden dat broers(s) en/of zus(sen) niet gezond zijn,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
215,Keuringsvragenlijst(S);,1000007445,1000007445,1000007445,1000028005,20000751591000028005,1,0,0,0,0,,2000075159,,1000028005,0,V,Zijn er nog bepaalde zaken of aandoeningen die u wilt bespreken,NULL,Zijn er nog bepaalde zaken of aandoeningen die u wilt bespreken,Zijn er nog bepaalde zaken of aandoeningen die u wilt bespreken,,0000000001,Memo,,REV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
1,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028107,20000754181000028107,1,0,1,0,0,,2000075418,,1000028107,1,V,Tijdstip,NULL,Tijdstip,Tijdstip,,0000000010,Tijd,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028108,20000754271000028108,1,0,0,0,0,,2000075427,,1000028108,0,V,0 = geen pijn |  10 = erg veel pijn,NULL,0 = geen pijn |  10 = erg veel pijn,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
3,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028109,20000754281000028109,1,0,0,0,0,,2000075428,,1000028109,0,V,0 = goede eetlust | 10 = geen eetlust,NULL,0 = goede eetlust | 10 = geen eetlust,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028110,20000754291000028110,1,0,0,0,0,,2000075429,,1000028110,0,V,0 = geen smaakveranderingen | 10 = erg veel smaakveranderingen,NULL,0 = geen smaakveranderingen | 10 = erg veel smaakveranderingen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
5,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028111,20000754301000028111,1,0,0,0,0,,2000075430,,1000028111,0,V,0 = geen droge mond | 10 = erg droge mond,NULL,0 = geen droge mond | 10 = erg droge mond,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028112,20000754311000028112,1,0,0,0,0,,2000075431,,1000028112,0,V,0 = geen pijnlijke mond | 10 = erg pijnlijke mond,NULL,0 = geen pijnlijke mond | 10 = erg pijnlijke mond,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
7,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028113,20000754321000028113,1,0,0,0,0,,2000075432,,1000028113,0,V,0 = geen slikklachten | 10 = erg veel slikklachten,NULL,0 = geen slikklachten | 10 = erg veel slikklachten,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
8,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028114,20000754331000028114,1,0,0,0,0,,2000075433,,1000028114,0,V,0 = geen gewichtsverlies | 10 = erg veel gewichtsverliesGewichtsverlies,NULL,0 = geen gewichtsverlies | 10 = erg veel gewichtsverliesGewichtsverlies,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
9,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028115,20000754341000028115,1,0,0,0,0,,2000075434,,1000028115,0,V,0 = geen diarree | 10 = ernstige diarree,NULL,0 = geen diarree | 10 = ernstige diarree,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
10,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028116,20000754351000028116,1,0,0,0,0,,2000075435,,1000028116,0,V,0 = normaal ontlastingpatroon | 10 = erg verstoord ontlastingpatroon,NULL,0 = normaal ontlastingpatroon | 10 = erg verstoord ontlastingpatroon,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
11,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028117,20000754361000028117,1,0,0,0,0,,2000075436,,1000028117,0,V,0 = geen haarverandering | 10 = erg veel haarveranderingen,NULL,0 = geen haarverandering | 10 = erg veel haarveranderingen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
12,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028118,20000754371000028118,1,0,0,0,0,,2000075437,,1000028118,0,V,0 = geen huidproblemen | 10 = erg veel huidproblemen,NULL,0 = geen huidproblemen | 10 = erg veel huidproblemen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
13,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028119,20000754381000028119,1,0,0,0,0,,2000075438,,1000028119,0,V,0 = geen nagelproblemen | 10 = erg veel nagelproblemen,NULL,0 = geen nagelproblemen | 10 = erg veel nagelproblemen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
14,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028120,20000754391000028120,1,0,0,0,0,,2000075439,,1000028120,0,V,0 = geen oogproblemen | 10 = erg veel oogproblemen,NULL,0 = geen oogproblemen | 10 = erg veel oogproblemen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
15,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028121,20000754401000028121,1,0,0,0,0,,2000075440,,1000028121,0,V,0 = geen tintelingen | 10 = erg veel tintelingen,NULL,0 = geen tintelingen | 10 = erg veel tintelingen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
16,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028122,20000754411000028122,1,0,0,0,0,,2000075441,,1000028122,0,V,0 = geen concentratieproblemen | 10 = erg veel concentratieproblemen,NULL,0 = geen concentratieproblemen | 10 = erg veel concentratieproblemen,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
17,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028123,20000754421000028123,1,0,0,0,0,,2000075442,,1000028123,0,V,0 = geen slaapproblemen | 10 = erg groot slaapprobleem,NULL,0 = geen slaapproblemen | 10 = erg groot slaapprobleem,,Keuzelijst,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
18,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028124,20000754431000028124,1,0,0,0,0,,2000075443,,1000028124,0,V,0 = geen veranderingen in seksuele leven | 10 = erg veel veranderingen in seksuele leven,NULL,0 = geen veranderingen in seksuele leven | 10 = erg veel veranderingen in seksuele leven,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
19,USD Poli Basis(S);Had u nog andere klachten? U kunt twee extra klachten toevoegen en van een score voorzien;,10000075181000007527,1000007527,1000007518,1000028125,200007544420000754581000028125,2,0,0,0,0,,2000075458,,1000028125,0,V,Omschrijving ander symptoom 1,NULL,Omschrijving ander symptoom 1,,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
20,USD Poli Basis(S);Had u nog andere klachten? U kunt twee extra klachten toevoegen en van een score voorzien;,10000075181000007527,1000007527,1000007518,1000028126,200007544420000754591000028126,2,0,0,0,0,,2000075459,,1000028126,0,V,Score ander symptoom 1,NULL,Score ander symptoom 1,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
22,USD Poli Basis(S);Had u nog andere klachten? U kunt twee extra klachten toevoegen en van een score voorzien;,10000075181000007527,1000007527,1000007518,1000028128,200007544420001176181000028128,2,0,0,0,0,,2000117618,,1000028128,0,V,Score ander symptoom 2,NULL,Score ander symptoom 2,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
21,USD Poli Basis(S);Had u nog andere klachten? U kunt twee extra klachten toevoegen en van een score voorzien;,10000075181000007527,1000007527,1000007518,1000028127,200007544420001176191000028127,2,0,0,0,0,,2000117619,,1000028127,0,V,Omschrijving ander symptoom 2,NULL,Omschrijving ander symptoom 2,Ander symptoom 2,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
23,USD Poli Basis(S);U kunt hieronder nog een klacht invullen en van een score voorzien;,10000075181000007528,1000007528,1000007518,1000028127,200007544520000754601000028127,2,1,0,0,0,,2000075460,,1000028127,0,V,Omschrijving ander symptoom 2,NULL,Omschrijving ander symptoom 2,Ander symptoom 2,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
24,USD Poli Basis(S);U kunt hieronder nog een klacht invullen en van een score voorzien;,10000075181000007528,1000007528,1000007518,1000028128,200007544520000754611000028128,2,1,0,0,0,,2000075461,,1000028128,0,V,Score ander symptoom 2,NULL,Score ander symptoom 2,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
25,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028129,20000754481000028129,1,0,0,0,0,,2000075448,,1000028129,0,V,0 = niet misselijk | 10 = erg misselijk,NULL,0 = niet misselijk | 10 = erg misselijk,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
26,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028130,20000754491000028130,1,0,0,0,0,,2000075449,,1000028130,0,V,0 = niet benauwd | 10 = erg benauwd,NULL,0 = niet benauwd | 10 = erg benauwd,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
27,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028131,20000754501000028131,1,0,0,0,0,,2000075450,,1000028131,0,V,0 = niet moe | 10 = erg moe,NULL,0 = niet moe | 10 = erg moe,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
28,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028132,20000754511000028132,1,0,0,0,0,,2000075451,,1000028132,0,V,0 = niet angstig | 10 = erg angstig,NULL,0 = niet angstig | 10 = erg angstig,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
29,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028133,20000754521000028133,1,0,0,0,0,,2000075452,,1000028133,0,V,0 = niet somber | 10 = erg somber,NULL,0 = niet somber | 10 = erg somber,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
