CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
ZH0412,FARMEDU,Farmaceutisch medewerker (UMC),,ZH00000014,
ZH0413,ATEAMU,Antibiotica-team (UMC),,ZH00000014,
ZH1492, ?OPHEF,HelloID-aanvraag voor Deblokkeren van de Gebruiker,,A,
ZH0424,DBCCARU,DBC key-users Cardiologie (UMC),,ZH00000008,
ZH0429,DBCGEVU,ZZZ - DBC key-users Geestelijke verzorging (UMC),,X,
ZH0430,DBCDVBU,DBC key-users DVB (UMC),,ZH00000011,
ZH0431,DBCINTU,DBC key-users Interne Geneeskunde (UMC),,ZH00000007,
ZH0434,DBCKNOU,DBC key-users KNO (UMC),,ZH00000009,
ZH0435,DBCLONU,DBC key-users Longgeneeskunde (UMC),,ZH00000008,
ZH0436,DBCMDLU,DBC key-users MDL (UMC),,ZH00000007,
ZH0438,DBCNCHU,DBC key-users Neurochirurgie (UMC),,ZH00000010,
ZH0439,DBCNEUU,DBC key-users Neurologie (UMC),,ZH00000010,
ZH0440,DBCOOGU,DBC key-users Oogheelkunde (UMC),,ZH00000009,
ZH0442,DBCPLAU,DBC key-users Plastische Chirurgie (UMC),,ZH00000009,
ZH0445,DBCRADU,DBC key-users Radiologie (UMC),,ZH00000017,
ZH0446,DBCREUU,DBC key-users Reumatologie (UMC),,ZH00000007,
ZH0448,DBCREVU,DBC key-users Revalidatie (UMC),,ZH00000010,
ZH0449,DBCRTHU,DBC key-users Radiotherapie (UMC),,ZH00000017,
ZH0450,DBCTANU,DBC key-users Tandheelkunde (UMC),,ZH00000009,
ZH0451,DBCUROU,DBC key-users Urologie (UMC),,ZH00000009,
ZH0452,DATMANM,Datamanager (PMC),,ZH00000024,
ZH0453,DATANEU,Datamanager Anesthesiologie (UMC),,ZH00000015,
ZH0454,DATCARU,Datamanager Cardiologie (UMC),,ZH00000008,
ZH0455,DATCHIU,Datamanager Chirurgie (UMC),,ZH00000009,
ZH0456,DATCTCU,Datamanager Cardiothoracale Chirurgie (UMC),,ZH00000008,
ZH0457,DATDERU,Datamanager Dermatologie (UMC),,ZH00000007,
ZH0458,FUNKCAU,Functieafdeling Kindercardiologie (UMC),,ZH00000011,
ZH0459,FUNKINU,ZZZ - Functieafdeling Kindergeneeskunde (UMC),,X,
ZH0460,FUNKNFU,Functieafdeling Klinische Neurofysiologie (UMC),,ZH00000010,
ZH0461,FUNKLZU,Functieafdeling kindlonggeneeskunde (UMC),,ZH00000011,
ZH0462,FUNOOGU,ZZZ - Functieafdeling Oogheelkunde (UMC),,X,
ZH0463,HCKPLNU,HCK Planner (UMC),,ZH00000008,
ZH0464,HCKVPLU,HCK Verpleegkundige (UMC),,ZH00000008,
ZH0465,KLIFYSU,Klinisch Fysicus (UMC),,FU,
ZH0466,MIMLOGU,Medisch Immunoloog (UMC),,ZH00000014,
ZH0467,MMBU,Arts Microbioloog (UMC),Alleen inloggroep uitreieken. MMB werkt alleen via het cluster PMC + UMC.,ZH00000014,
ZH0468,PTHADMU,Pathologie Administratie (UMC),,ZH00000014,
ZH0469,PTHANAU,Pathologie Analist (UMC),,ZH00000014,
ZH0470,PTHLOGU,Patholoog (UMC),,ZH00000014,
ZH1236,APOMANC,Apotheker - mandaat LSP (CMH),,FN,
ZH0472,RADADMU,Radiologie Administratie (UMC),,ZH00000017,
ZH0473,RADADMC,Radiologie Administratie (CMH),,ZH00000023,
ZH0474,RADADPU,Radiologie Administratie Plus (UMC),,ZH00000017,
ZH0475,RADIOLU,Radioloog (UMC),,ZH00000017,
ZH0476,RADIOLC,Radioloog (CMH) ,,ZH00000023,
ZH0477,RADLABU,Radiologie Laborant (UMC),,ZH00000017,
ZH0478,RADLABC,Radiologie Laborant (CMH),,ZH00000023,
ZH0479,DATDIAU,ZZZ - Datamanager Diabetologie (UMC),,X,
ZH0480,DATENDU,Datamanager Endocrinologie (UMC),,ZH00000007,
ZH0481,DATGECU,ZZZ - Datamanager Gastro-enterologische chirurgie (UMC),,X,
ZH0482,DATGERU,ZZZ - Datamanager Geriatrie (UMC),,X,
ZH0483,DATGYNU,Datamanager Gynaecologie (UMC),,ZH00000011,
ZH0484,DATHEMU,Datamanager Hematologie VCK (UMC),,ZH00000007,
ZH0406,ONDPSYU,Onderzoeksmedewerker Psychiatrie (UMC),,ZH00000010,
ZH0407,ONDRADU,Onderzoeksmedewerker Radiologie (UMC),,ZH00000017,
ZH0408,ONDREUU,Onderzoeksmedewerker Reumatologie (UMC),,ZH00000007,
ZH0409,ONDREVU,Onderzoeksmedewerker Revalidatie (UMC),,ZH00000010,
ZH0410,ONDSPOU,Onderzoeksmedewerker Sportgeneeskunde (UMC),,ZH00000010,
ZH0411,ONDUROU,Onderzoeksmedewerker Urologie (UMC),,ZH00000009,
ZH0415,REGCMH,Reguliere locaties CMH,,FN,
ZH0416,REGPMC,Reguliere locaties PMC,Let op: rechtgebonden werkcontext voor uitsluiten noodprocedure inzage dossier voor kindgeneeskunde dossier ,FN,
ZH0414,&LOCATIE,Locatiecontextgroepen,Subgroepen uit deze groep worden uitgedeeld aan groepen welke locatiegebonden zijn,O,
ZH0485,DATINFU,ZZZ - Datamanager Infectieziekten (UMC),,X,
ZH0501,SPEI&IU,Specialist Interne geneeskunde & Infectiez - inloggrp (UMC),Deze groep mag alleen als inloggroep uitgedeeld worden aan alle internisten.,FN,
ZH0502,DATNEUU,Datamanager Neurologie (UMC),,ZH00000010,
ZH0503,DATONCO,Datamanager Oncologie (B&O),,ZH00000017,
ZH0506,DATORTU,Datamanager Orthopedie (UMC),,ZH00000009,
ZH0507,DATPLAU,Datamanager Plastische Chirurgie (UMC),,ZH00000009,
ZH0508,DATPSOU,Datamanager Psychologie (UMC),,ZH00000010,
ZH0510,DATPYNU,Datamanager Pijngeneeskunde (UMC),,ZH00000015,
ZH0511,DATRADU,Datamanager Radiologie (UMC),,ZH00000017,
ZH0512,DATREUU,Datamanager Reumatologie (UMC),,ZH00000007,
ZH0523,MONCTCU,Monitor Cardiothoracale Chirurgie (UMC),,ZH00000008,
ZH0524,MONDERU,Monitor Dermatologie (UMC),,ZH00000007,
ZH0525,MONDIAU,Monitor Diabetologie (UMC),,ZH00000007,
ZH0529,MONHEMU,Monitor Hematologie VCK (UMC),24 04 15341: gestapeld met MONCARU en MONMDLU,ZH00000007,
ZH0530,MONINFU,Monitor Infectieziekten (UMC),,ZH00000007,
ZH0531,MONINTU,Monitor Interne Geneeskunde (UMC),,ZH00000007,
ZH0532,MONKAAU,Monitor Kaakchirurgie (UMC),,ZH00000009,
ZH0533,MONKINU,Monitor Kindergeneeskunde (UMC),,ZH00000012,
ZH0534,MONKLGU,Monitor Klinische Genetica (UMC),,ZH00000014,
ZH0535,MONKNOU,Monitor KNO (UMC),,ZH00000009,
ZH0536,MONLONU,Monitor Longgeneeskunde (UMC),,ZH00000008,
ZH0537,MONMDLU,Monitor MDL (UMC),,ZH00000007,
ZH0543,MONONCO,Monitor Oncologie (B&O),,ZH00000017,
ZH0544,MONOOGU,Monitor Oogheelkunde (UMC),,ZH00000009,
ZH0545,MONORTU,Monitor Orthopedie (UMC),,ZH00000009,
ZH0548,MONPSYU,Monitor Psychiatrie (UMC),,ZH00000010,
ZH0550,MONREVU,Monitor Revalidatie (UMC),,ZH00000010,
ZH0554,OKPDMSU,OK PDMS Medewerker (UMC),"LET OP: niet uitreiken als groep, alleen als inloggroep! NOOIT stapelen met SPE-rollen vanwege medicatie waarschuwingen!",FN,
ZH0556,OKLOGU,OK Logistiek medewerker (UMC),,ZH00000015,
ZH0557,RESINTU,Researchverpleegkundige Interne Geneeskunde (UMC),,ZH00000007,
ZH0559,POSMDWU,POS-medewerker (UMC),,ZH00000015,
ZH0561,KLICHEU,Klinisch Chemicus (UMC),,ZH00000014,
ZH0563,MEDCOD,Medisch codeur,,LU,
ZH0564,MEDCODU,Medisch codeur (UMC),,ZH00000020,
ZH0567,DSRD,Deskundige Scopen Reiniging Desinfectie,"16/6/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de DSRD. Werkcontexten zijn ingesteld zoals deze zijn aangegeven via het actiepunt. ",FU,
ZH1512,AOICU+,Stafadviseur zorgegistratie DIF (UMC),,ZH00000020,
ZH1288,REGB&O,Reguliere locaties B&O,Reguliere locatiegroep voor de locaties van Beeld & Oncologie.,FN,
ZH0575,APOHEMU,Apothekersassistente Van Creveld Kliniek (UMC),"
",ZH00000014,
ZH0574,APOHEM,Apothekersassistente Van Creveld Kliniek,"19/6/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de APOHEM. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere APOASS maar dan met de effectieve waarden van de APOHEM in 6.1. ",FU,
ZH1215,ZRGREGU,Zorgregistratie (UMC),,ZH00000020,
ZH1267,NZMM,Nazorgmedewerker (PMC),,ZH00000024,
ZH1268,NZMC,Nazorgmedewerker (CMH),,ZH00000023,
ZH0417,REGMGGZ,Reguliere locaties MGGZ,Militaire Geestelijke Gezondheidszorg reguliere locaties,FN,
ZH0418,REGUMCU,Reguliere locaties UMC,,FN,
ZH0423,DBCANEU,DBC key-users Anesthesiologie / Pijngeneeskunde (UMC),,ZH00000015,
ZH0425,DBCCHIU,DBC key-users Chirurgie (UMC),,ZH00000009,
ZH0426,DBCCTCU,DBC key-users Cardiothoracale Chirurgie (UMC),,ZH00000008,
ZH0427,DBCDERU,DBC key-users Dermatologie (UMC),,ZH00000007,
ZH0428,DBCGERU,DBC key-users Geriatrie (UMC),,ZH00000007,
ZH0432,DBCHEMU,DBC key-users Hematologie VCK (UMC),,ZH00000007,
ZH0433,DBCKINU,DBC key-users Kindergeneeskunde (UMC),,ZH00000012,
ZH0437,DBCMMWU,ZZZ - DBC key-users MMW (UMC),,X,
ZH0441,DBCORTU,DBC key-users Orthopedie  (UMC),,ZH00000009,
ZH0443,DBCPSOU,DBC key-users Psychologie (UMC),,ZH00000010,
ZH0444,DBCPSYU,DBC key-users Psychiatrie (UMC),,ZH00000010,
ZH0487,DATINTU,Datamanager Interne Geneeskunde (UMC),,ZH00000007,
ZH0489,DATKINU,Datamanager Kindergeneeskunde (UMC),,ZH00000012,
ZH0490,DATKLGU,Analist KLG (UMC),,ZH00000014,
ZH0491,DATKNOU,Datamanager KNO (UMC),,ZH00000009,
ZH0493,DATMDLU,Datamanager MDL (UMC),,ZH00000007,
ZH0495,DATNEFU,ZZZ - Datamanager Nefrologie (UMC),,X,
ZH0504,DATOOGU,Datamanager Oogheelkunde (UMC),,ZH00000009,
ZH0509,DATPSYU,Datamanager Psychiatrie (UMC),,ZH00000010,
ZH0513,DATREVU,Datamanager Revalidatie (UMC),,ZH00000010,
ZH0514,DATSPOU,Datamanager Sportgeneeskunde (UMC),,ZH00000010,
ZH0515,DATTANU,Datamanager Bijzondere tandheelkunde (UMC),,ZH00000009,
ZH0516,DATTRMU,Datamanager Traumatologie (UMC),,ZH00000009,
ZH0517,DATUROU,Datamanager Urologie (UMC),,ZH00000009,
ZH0518,DATVAAU,Datamanager Vaatchirurgie (UMC) ,,ZH00000009,
ZH0520,MONCARU,Monitor Cardiologie (UMC),,ZH00000008,
ZH0522,MONCHIU,Monitor Chirurgie (UMC),,ZH00000009,
ZH0526,MONENDU,Monitor Endocrinologie (UMC),,ZH00000007,
ZH0527,MONGERU,Monitor Geriatrie (UMC),,ZH00000007,
ZH0528,MONGYNU,Monitor Gynaecologie (UMC),,ZH00000011,
ZH0538,MONNCHU,Monitor Neurochirurgie (UMC),,ZH00000010,
ZH0539,MONNEFU,Monitor Nefrologie (UMC),,ZH00000007,
ZH0540,MONNEOU,Monitor Neonatologie (UMC),,ZH00000011,
ZH0541,MONNEUU,Monitor Neurologie (UMC),,ZH00000010,
ZH0546,MONPLAU,Monitor Plastische Chirurgie (UMC),,ZH00000009,
ZH0547,MONPSOU,Monitor Psychologie (UMC),,ZH00000010,
ZH0549,MONREUU,Monitor Reumatologie (UMC),,ZH00000007,
ZH0551,MONSPOU,Monitor Sportgeneeskunde (UMC),,ZH00000010,
ZH0552,MONUROU,Monitor Urologie (UMC),,ZH00000009,
ZH0553,FUNRTHU,Functieafdeling Radiotherapie (UMC),,ZH00000017,
ZH0562,&+LAYOUT,Aanvullend - beheer van profielen en lay-outs,Geeft de mogelijkheid om profielen en lay-outs te beheren. Deze groep kan gebruikt worden door beheerders die voor hun specifieke module hun profielen en lay-outs moeten kunnen aanpassen,A,
ZH0579,CSALOGU,CSA Medewerker Logistiek (UMC),,ZH00000015,
ZH0580,AKVTRIU,Adviseur kwaliteit & Veiligheid / Tripod-onderzoeker (UMC),,ZH00000016,
ZH0584,RESKINU,Researchverpleegkundige Kindergeneeskunde (UMC),,ZH00000012,
ZH1031,ZRGMANC,Zorgmanager (CMH),,ZH00000023,
ZH0614,FCTHKU,AandachtfunctionarisHuiselijkgeweldenKindermishandeling UMC,,FU,
ZH0623,MEDSCCT1,Medisch Secretaresse CMH verdieping 1,,ZH00000023,
ZH1299,FUNCARM,Functieafdeling Cardiologie (PMC),,ZH00000024,
ZH0743,SPSM,Sedatiepraktijkspecialist (PMC),,ZH00000024,
ZH0419,FUNENDU,Functieafdeling Endoscopie (UMC),,ZH00000007,
ZH0565,FUNKAAU,ZZZ - Functieafdeling Kaakchirurgie (UMC),,X,
ZH0566,FUNUROU,ZZZ - Functieafdeling Urologie (UMC),,X,
ZH0570,&XKL4MS,eXtra Kliniek voor Medisch Secretariaat (verpleegafdeling),,ZH00000039,
ZH0617,GVPDIAC,Diabetesverpleegkundige (CMH),,ZH00000023,
ZH0618,FACMDWC,Facturatiemedewerker (CMH),,ZH00000023,
ZH0620,FUNLONC,Functieafdeling Longgeneeskunde (CMH),,ZH00000023,
ZH0621,MEDSCCT0,Medisch Secretaresse CMH verdieping 0,,ZH00000023,
ZH0738,FUNCARC,Functieafdeling Cardiologie (CMH),,ZH00000023,
ZH1035,ONDANEC,Onderzoeksmedewerker Anesthesiologie (CMH),,ZH00000023,
ZH1036,ONDCARC,Onderzoeksmedewerker Cardiologie (CMH),,ZH00000023,
ZH0744,KV4K33,Verpleegafdeling Brug (PMC),,ZH00000024,
ZH0745,KV4K31,Verpleegafdeling Bank (PMC),,ZH00000024,
ZH0746,KV4K32,Verpleegafdeling Schommel (PMC),,ZH00000024,
ZH0747,KV4K21,Verpleegafdeling Molen (PMC),,ZH00000024,
ZH0748,KV4K12,Verpleegafdeling Boomhut (PMC),,ZH00000024,
ZH0749,KV4K11,Verpleegafdeling Kasteel (PMC),,ZH00000024,
ZH0750,KV4K41,Verpleegafdeling Tafel (PMC),,ZH00000024,
ZH0751,KV4K81,Radiologie uitslaapkamer (PMC),,ZH00000024,
ZH0752,KV4K13,Verpleegafdeling Vuurtoren (PMC),,ZH00000024,
ZH0753,KV4K71,Sedatie/Verkoever 3e etage (PMC),,ZH00000024,
ZH0754,KV4K51,Dagbehandeling 2e etage (PMC),,ZH00000024,
ZH0755,KV4K61,Dagbehandeling 3e etage (PMC),,ZH00000024,
ZH0758,KSMHVD,Dagbehandeling (CMH),,ZH00000023,
ZH1499,SUMMA,SUMMA student,Uitbreiding met Patiëntselectie Eigen lijsten en Recent,ZH00000013,
ZH1500,STUART,Student-arts,,FN,
ZH0780,KSH518,Deeltijd Acuut & Intensieve Zorg (UMC),,LU,
ZH0783,KSA300,Verpleegafdeling Hematologie (B&O),,LU,
ZH0784,KSF734,Behandelcentrum IVF Klinisch (UMC),,LU,
ZH1219,POAPCYT,Poli-apothekersassistent met cytostatica-bereiding,,FU,
ZH0807,KEUMDWU,Keukenmedewerker (UMC),,ZH00000030,
ZH0808,RESNEUU,Researchverpleegkundige Neurologie (UMC),,ZH00000010,
ZH0809,SPESPKU,Specialist sociale pediatrie (UMC),,ZH00000012,
ZH0810,VIMFCTU,VIM-functionaris (UMC),,ZH00000016,
ZH1517,EXTAMZO,Externe medewerker AMZ (B&O),"Groep voor inzage in HiX van het UMC Utrecht door medewerkers van het Alexander Monro Ziekenhuis in Bilthoven. In het AMZ worden operaties uitgevoerd door plastisch chirurgen van het UMC Utrecht.
Toevoeging: Patiëntselectie Eigen lijst",ZH00000017,
ZH0812,PAANEM,Physician assistant Anesthesiologie (PMC),,ZH00000024,
ZH0813,FARMEDM,Farmaceutisch medewerker (PMC),,ZH00000024,
ZH0814,BEVMDWM,Beveiligingsmedewerker / Receptiemedewerker (PMC),,ZH00000024,
ZH1223,VPLKONM+,Verpleegkundig specialist Kinderoncologie (PMC) + Cytostatic,Deze groep geeft autorisaties om cytostatica voor te schrijven,ZH00000024,
ZH0945,RESICU,Researchverpleegkundige IC (UMC),,ZH00000015,
ZH0977,VPLKLGU,Verpleegkundig specialist Klinische Genetica (UMC),,ZH00000014,
ZH0824,KSU440,IC-Centrum (UMC),,LU,
ZH0825,KSB335,Verpleegafdeling B3-Oost Cardiologie en CTC (UMC),,LU,
ZH0832,KSB430,Verpleegafdeling B4-Oost Medium Care (UMC),,LU,
ZH0836,PTHLOGM,Patholoog (PMC),,ZH00000024,
ZH0842,KLIPLNM,Planner Opname/OK (PMC),,ZH00000024,
ZH0847,KSI430,Verpleegafdeling Pelikaan 3 (UMC),,LU,
ZH0848,KSZ350,Verpleegafdeling Schildpad (UMC),,LU,
ZH0849,KSI325,Verpleegafdeling KA.04 (UMC),,LU,
ZH0850,KSI330,Verpleegafdeling Papegaai (UMC),,LU,
ZH0851,KSI360,Verpleegafdeling Panda (UMC),,LU,
ZH0852,KSI340,Verpleegafdeling Leeuw (UMC),,LU,
ZH0045,SECPSYU,ZZZ Medisch secretaresse / Poli-assistente Psychiatrie (UMC),,X,
ZH0046,SECREUU,Medisch secretaresse / Poli-assistente Reumatologie (UMC),,ZH00000007,
ZH0047,SECREVU,Medisch secretaresse / Poli-assistente Revalidatie (UMC),,ZH00000010,
ZH0048,SECRTHU,Medisch secretaresse / Poli-assistente Radiotherapie (UMC),,ZH00000017,
ZH0049,SECSPOU,Medisch secretaresse /Poli-assistente Sportgeneeskunde (UMC),,ZH00000010,
ZH0050,SECTANU,Medisch secretaresse / Poli-assistente Tandarts (UMC),,ZH00000009,
ZH0051,SECUROUO,Medisch secretaresse / Poli-assistente Urologie (UMC en B&O),,ZH00000010,
ZH0052,SECNEFU,Medisch secretaresse / Poli-assistente Nefrologie (UMC),,ZH00000007,
ZH0053,SECONCO,Medisch secretaresse / Poli-assistente Oncologie (B&O),,ZH00000017,
ZH1210,CSAMANU,CSA manager (UMC),,FU,
ZH0059,CPGEEL,Coassistent Master 2 LINK GEEL (UMC),,ZH00000013,
ZH0060,CPGROEN,Coassistent Bachelor 3 LINK GROEN (UMC),,ZH00000013,
ZH0061,CPROOD,Coassistent Master 1 LINK ROOD (UMC),LINK rood zonder weekstage Genetica > zie CAKLGU ,ZH00000013,
ZH0063,CPBLAUW,Coassistent Master 1 LINK BLAUW (UMC),,ZH00000013,
ZH0067,SPECTCU,Cardiothoracaal chirurg (UMC),,ZH00000008,
ZH0071,SPEALLU,Allergoloog (UMC),,ZH00000007,
ZH0074,SPENEFU,Nefroloog (UMC),,ZH00000007,
ZH0076,SPEKAAU,Kaakchirurg (UMC),,ZH00000009,
ZH0172,APOTHKU,Apotheker (UMC),,ZH00000014,
ZH0081,SPEMDLU,MDL-arts (UMC),,ZH00000007,
ZH0083,SPEOOGU,Oogarts (UMC),,ZH00000009,
ZH0084,SPEORTU,Orthopeed (UMC),,ZH00000009,
ZH0086,SPEGYNU,Gynaecoloog (UMC),,ZH00000011,
ZH0087,SPEPLAU,Plastisch Chirurg (UMC),,ZH00000009,
ZH0088,SPEREUU,Reumatoloog (UMC),,ZH00000007,
ZH0089,SPEREVU,Revalidatiearts (UMC),,ZH00000010,
ZH0102,SPEKAAC,Kaakchirurg (CMH),,ZH00000023,
ZH0104,SPELONC,Longarts (CMH),,ZH00000023,
ZH0109,SPENEUC,Neuroloog (CMH),,ZH00000023,
ZH0110,SPEOOGC,Oogarts (CMH),,ZH00000023,
ZH0111,SPEANEM,Anesthesioloog (PMC),,ZH00000024,
ZH0112,SPEANEC,Anesthesioloog (CMH),,ZH00000023,
ZH0117,SPEPLAC,Plastisch Chirurg (CMH),,ZH00000023,
ZH0120,SPEIMMU,Klinisch Immunoloog (UMC),,ZH00000007,
ZH0122,SPEINFU,Infectioloog (UMC),,ZH00000007,
ZH0124,SPEICU,Intensivist (UMC),,ZH00000015,
ZH0142,OPTOMTU,Optometrist (UMC),,ZH00000009,
ZH0145,PEDMDWU,Medisch pedagogisch zorgverlener (UMC),,ZH00000012,
ZH0146,PEDMDWM,Medisch pedagogisch zorgverlener (PMC),,ZH00000024,
ZH0147,VAKTHPU,Vaktherapeut (UMC),,ZH00000010,
ZH0153,MNDHYGU,Mondhygiënist (UMC),,ZH00000009,
ZH0154,ORTOPTU,Orthoptist (UMC),,ZH00000009,
ZH0155,PMTHPU,ZZZ - Psychomotorisch Therapeut (UMC),,X,
ZH0162,SPEKGAU,Kindergastro-enteroloog (UMC),,ZH00000012,
ZH0163,SPEKHAU,Kinderhematoloog (UMC),,ZH00000012,
ZH0173,APOTHKM,Apotheker (PMC),Let op; rechtgebonden werkcontext voor planning CS-behandeling. ,ZH00000024,
ZH0174,APOTHKC,Apotheker (CMH),,ZH00000023,
ZH0175,APOASPU,Apothekersassistente op Apotheek Service Punt (UMC),,ZH00000014,
ZH1228,GGZSPKPU,Secretaresse combinatie poliklinisch/klinisch GGZ (PUK),,ZH00000010,
ZH0177,APOASSU,Apothekersassistente (UMC),,ZH00000014,
ZH0178,APOASSM,Apothekersassistente (PMC),,ZH00000024,
ZH0179,APOCYTU,Apothekersassistente met cytostatica-bereiding (UMC),,ZH00000014,
ZH0180,APOCYTM,Apothekersassistente met cytostatica-bereiding (PMC),,ZH00000024,
ZH0181,APOADMU,Apotheek Administratie (UMC),,ZH00000014,
ZH1266,INFPRVM,Deskundige Infectiepreventie (PMC),,ZH00000024,
ZH1592,DBCHERM,DBC key-users Divisie Hersenen (PMC),Deze groep is aangemaakt omdat de DBCHERU ook rechten moet krijgen op locatie PMC,ZH00000010,
ZH1594,APOBLSPU,Apotheek batchgewijs LSP bevragen (UMC),,FN,
ZH0486,DATIMMU,ZZZ - Datamanager Immunologie (UMC),,X,
ZH0488,DATKAAU,Datamanager Kaakchirurgie (UMC),,ZH00000009,
ZH0492,DATLONU,Datamanager Longgeneeskunde (UMC),,ZH00000008,
ZH0494,DATNCHU,Datamanager Neurochirurgie (UMC),,ZH00000010,
ZH0496,DATNEOU,Datamanager Neonatologie (UMC),,ZH00000011,
ZH0497,RTHPLNU,Radiotherapie planners (UMC),,ZH00000017,
ZH0498,FACMDW+,Facturatiemedewerker Plus,De facturatiemedewerker + heeft extra rechten en toegangen tot menu-items.,ZH00000020,
ZH0555,PACTECU,Pacemakertechnicus (UMC),,ZH00000008,
ZH0571,KCLANAU,KCL Analist (UMC),,ZH00000014,
ZH1503,&SUMLP,Aanvullend - SUMMA beheer Eigen lijsten Polikliniek,,ZH00000013,
ZH0578,SPEKIMU,Specialist kinderimmunologie - infectieziekten (UMC),,ZH00000012,
ZH0587,VRLOS2U,Tweedelijns verloskundige (UMC),,ZH00000011,
ZH0589,LACTAU,Lactatiekundige (UMC),,ZH00000011,
ZH0593,SECPLAC,Medischsecretaresse/Poli-assistente PlastischeChirurgie (CMH,,ZH00000023,
ZH0594,SECORTC,Medisch secretaresse / Poli-assistente Orthopedie (CMH),,ZH00000023,
ZH0596,SECDERC,Medisch secretaresse / Poli-assistente Dermatologie (CMH),,ZH00000023,
ZH0598,SECINTC,Medischsecretaresse/Poli-assistente InterneGeneeskunde (CMH,,ZH00000023,
ZH0599,SECKAAC,Medisch secretaresse / Poli-assistente Kaakchirurgie (CMH),,ZH00000023,
ZH0605,SECNEUC,Medisch secretaresse / Poli-assistente Neurologie (CMH),,ZH00000023,
ZH0606,SECOOGC,Medisch secretaresse / Poli-assistente Oogheelkunde (CMH),,ZH00000023,
ZH0608,SECPYNC,Medisch secretaresse / Poli-assistente Pijngeneeskunde (CMH),,ZH00000023,
ZH0609,SECUROC,Medisch secretaresse / Poli-assistente Urologie (CMH),,ZH00000023,
ZH0612,PATINSU,Patiënteninschrijving (UMC),,ZH00000020,
ZH0613,SPSU,Sedatiepraktijkspecialist (UMC),,FU,
ZH0615,&XKL4MSS,eXtra Kliniek voor Medisch Secretariaat (specialisme),,ZH00000039,
ZH0616,GVPGIPC,Gipsverbandmeester (CMH),,ZH00000023,
ZH0619,FUNKNFC,Functieafdeling Klinische Neurofysiologie (CMH),,ZH00000023,
ZH0624,MEDSCCT2,Medisch Secretaresse CMH verdieping 2,,ZH00000023,
ZH0625,MEDSCCT3,Medisch Secretaresse CMH verdieping 3,,ZH00000023,
ZH0630,SECANEC,Medisch secretaresse / Poli-assistente Anesth-Preop (CMH),,ZH00000023,
ZH0757,KSMHM4,Verpleegafdeling T4 (CMH),,ZH00000023,
ZH0759,KSMHVP,Klinisch secr Verpleegafdeling Psychiatrie (MGGZ),,ZH00000025,
ZH0763,RESCARU,Researchverpleegkundige Cardiologie (UMC),,ZH00000008,
ZH0764,RESCTCU,Researchverpleegkundige Cardiothoracale Chirurgie (UMC),,ZH00000008,
ZH0765,RESLONU,Researchverpleegkundige Longgeneeskunde (UMC),,ZH00000008,
ZH0766,KLIPLNU,Planner Opname/OK (UMC),,0000000041,
ZH0767,ONDTRMU,Onderzoeksmedewerker Traumatologie (UMC),,ZH00000010,
ZH0768,SEMUROUO,"Semi-arts Urologie (UMC, B&O)",,ZH00000009,
ZH0769,RESORTU,Researchverpleegkundige Orthopedie (UMC),,ZH00000009,
ZH0770,SPETRMU,Traumachirurg (UMC),,ZH00000010,
ZH0772,ONDVAAU,Onderzoeksmedewerker Vaatchirurgie (UMC),,ZH00000009,
ZH1211,SECENDS,Medisch secretaresse / Poli-assistente Endoscopie,"15/9/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SECENDS. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SEC maar dan met de effectieve waarden van de endoscopie.",LN,
ZH0778,KSH316,Klin Diagn & Vroege Psychose (UMC),,LU,
ZH0779,KSH517,Dt Ontwikkeling in Perspectief (UMC),,LU,
ZH0781,KSH319,Klin.Acuut & Intensieve. Zorg Jeugd (UMC),,LU,
ZH0782,KSH515,Deeltijd Affectieve & Psychotische stoorn. (UMC),,LU,
ZH0785,KSA306,Verpleegafdeling C2West (UMC),,LU,
ZH0786,KSP630,Dagbehandeling Pijn (UMC),,LU,
ZH0787,TOAU,Technisch Oogheelkundig Assistent (TOA) (UMC),,ZH00000009,
ZH0820,REVPLNU,Revalidatieplanner (UMC),,ZH00000010,
ZH0843,POAPFAU,Poli-apotheek Financiële administratie (UMC),,ZH00000014,
ZH1508,GVPSTOW,Stomaverpleegkundige (WKZ),,ZH00000012,
ZH0581,FACMDWU,Facturatiemedewerker (UMC),,ZH00000020,
ZH0582,FACMDWU+,Facturatiemedewerker Plus (UMC),,ZH00000020,
ZH0583,FUNGYNU,Functieafdeling Gynaecologie (UMC),,ZH00000011,
ZH1411,SPCKEUU,Medewerker speciaalkeuken (UMC),,ZH00000030,
ZH0588,RESREUU,Researchverpleegkundige Reumatologie (UMC),,ZH00000007,
ZH0595,SECCARC,Medisch secretaresse / Poli-assistente Cardiologie (CMH),,ZH00000023,
ZH0597,SECFYSC,Medisch secretaresse / Poli-assistente Fysiotherapie (CMH),,ZH00000023,
ZH0600,SECKNOC,Medisch secretaresse / Poli-assistente KNO (CMH),,ZH00000023,
ZH0601,SECLONC,Medisch secretaresse / Poli-assistente Longgeneeskunde (CMH),,ZH00000023,
ZH0603,SECMDLC,Medisch secretaresse / Poli-assistente MDL (CMH),,ZH00000023,
